name,selling_price,km_driven,fuel,seller_type,transmission,owner,company,year_old_2023
Scorpio 2.6,180000,222435,Diesel,Individual,Manual,Second Owner,Mahindra,17
Swift Dzire,600000,66000,Diesel,Individual,Manual,Third Owner,Maruti,6
Fiesta 1.4,150000,110000,Petrol,Individual,Manual,First Owner,Ford,13
Verna 1.6,450000,78000,Diesel,Individual,Manual,Second Owner,Hyundai,9
Elite i20,721000,10000,Petrol,Individual,Manual,First Owner,Hyundai,4
Swift 1.2,300000,35000,Petrol,Individual,Manual,First Owner,Maruti,5
Scorpio BSIV,1000000,10000,Diesel,Individual,Manual,First Owner,Mahindra,4
KWID RXT,300000,40000,Petrol,Individual,Manual,First Owner,Renault,7
Scorpio LX,450000,120000,Diesel,Individual,Manual,First Owner,Mahindra,10
Esteem AX,79000,70000,Petrol,Individual,Automatic,First Owner,Maruti,26
Figo 1.5D,545000,40000,Diesel,Individual,Manual,First Owner,Ford,6
Amaze V,844999,20000,Diesel,Individual,Manual,First Owner,Honda,5
Rapid 1.5,700000,93000,Diesel,Individual,Manual,First Owner,Skoda,7
Etios VD,650000,159000,Diesel,Individual,Manual,First Owner,Toyota,7
Ecosport 1.5,525000,75000,Diesel,Individual,Manual,Second Owner,Ford,9
Fiesta Classic,110000,101100,Diesel,Individual,Manual,Third Owner,Ford,17
Indica Vista,180000,66000,Diesel,Individual,Manual,First Owner,Tata,12
i10 Era,280000,30000,Petrol,Individual,Manual,Second Owner,Hyundai,11
KWID 1.0,400000,10000,Petrol,Individual,Manual,First Owner,Renault,4
XUV500 W8,625000,126000,Diesel,Individual,Manual,Second Owner,Mahindra,11
Vento 1.5,535000,70000,Diesel,Individual,Manual,First Owner,Volkswagen,8
Swift VDI,459999,50000,Diesel,Individual,Manual,First Owner,Maruti,6
Bolero DI,300000,100000,Diesel,Individual,Manual,First Owner,Mahindra,13
Civic 1.8,280000,60000,Petrol,Individual,Automatic,First Owner,Honda,16
Mobilio V,500000,70000,Petrol,Individual,Manual,First Owner,Honda,9
Creta 1.6,1200000,1200,Petrol,Individual,Manual,First Owner,Hyundai,4
i10 Sportz,180000,134444,Petrol,Individual,Automatic,Second Owner,Hyundai,12
Alto LXi,78000,120000,Petrol,Individual,Manual,Second Owner,Maruti,14
Micra Diesel,160000,120000,Diesel,Individual,Manual,First Owner,Nissan,12
Scorpio VLX,600000,238000,Diesel,Individual,Manual,First Owner,Mahindra,9
Wagon R,110000,100000,Petrol,Individual,Manual,Second Owner,Maruti,15
Bolero SLX,450000,110000,Diesel,Individual,Manual,Second Owner,Mahindra,12
Scorpio S9,1350000,35000,Diesel,Individual,Manual,First Owner,Mahindra,4
City 1.3,120000,165000,Petrol,Individual,Manual,Second Owner,Honda,20
BR-V i-DTEC,1040000,42000,Diesel,Individual,Manual,First Owner,Honda,5
Grand i10,390000,70000,Diesel,Individual,Manual,Second Owner,Hyundai,9
Nano Lx,65000,60000,Petrol,Individual,Manual,Second Owner,Tata,12
Polo Diesel,320000,115000,Diesel,Individual,Manual,Third Owner,Volkswagen,10
Ameo 1.5,720000,70000,Diesel,Individual,Manual,First Owner,Volkswagen,6
Swift ZXI,220000,80000,Petrol,Individual,Manual,Second Owner,Maruti,16
Wagon R,225000,65000,Petrol,Dealer,Manual,First Owner,Maruti,12
Manza Aura,200000,150000,Diesel,Individual,Manual,Second Owner,Tata,13
Etios GD,434999,75000,Diesel,Dealer,Manual,Second Owner,Toyota,8
Figo Diesel,300000,63700,Diesel,Individual,Manual,First Owner,Ford,11
Amaze VX,700000,74800,Diesel,Individual,Manual,First Owner,Honda,5
Endeavour 2.5L,500000,105000,Diesel,Individual,Manual,Second Owner,Ford,14
Duster 85PS,500000,40000,Diesel,Individual,Manual,First Owner,Renault,7
Ritz LDi,400000,90000,Diesel,Individual,Manual,Second Owner,Maruti,7
Corolla Altis,825000,75000,Diesel,Dealer,Manual,Second Owner,Toyota,8
Swift Dzire,720000,15000,Diesel,Individual,Manual,First Owner,Maruti,5
800 AC,110000,30000,Petrol,Individual,Manual,Second Owner,Maruti,14
Scorpio VLX,600000,100000,Diesel,Individual,Manual,Second Owner,Mahindra,9
Scorpio VLX,275000,155000,Diesel,Individual,Automatic,Third Owner,Mahindra,14
Rover Range,2349000,149000,Diesel,Individual,Automatic,Second Owner,Land-Rover,11
i20 1.4,740000,60000,Diesel,Individual,Manual,First Owner,Hyundai,6
Baleno Alpha,800000,90000,Diesel,Individual,Manual,First Owner,Maruti,6
Verna CRDi,1100000,100000,Diesel,Individual,Manual,First Owner,Hyundai,4
X1 sDrive20d,750000,100000,Diesel,Individual,Automatic,Second Owner,BMW,11
Alto K10,200000,90000,Petrol,Individual,Manual,Second Owner,Maruti,11
Spacio SA,210000,75000,Diesel,Individual,Manual,First Owner,Tata,14
Swift VDI,270000,120000,Diesel,Individual,Manual,Second Owner,Maruti,14
Etios 1.4,630000,90000,Diesel,Individual,Manual,Second Owner,Toyota,7
Xcent 1.2,375000,55000,Petrol,Individual,Manual,First Owner,Hyundai,8
Xylo D2,300000,70000,Diesel,Individual,Manual,First Owner,Mahindra,13
Bolero Power,580000,95000,Diesel,Individual,Manual,Second Owner,Mahindra,7
Verna 1.4,550000,50000,Diesel,Individual,Manual,First Owner,Hyundai,9
Ciaz ZDi,750000,50000,Diesel,Individual,Manual,First Owner,Maruti,7
Omni E,250000,60516,Petrol,Individual,Manual,First Owner,Maruti,9
Verna 1.6,434999,235000,Diesel,Individual,Manual,Second Owner,Hyundai,11
E-Class 280,900000,76731,Diesel,Dealer,Automatic,First Owner,Mercedes-Benz,16
Swift ZDI,685000,64000,Diesel,Dealer,Manual,First Owner,Maruti,7
Swift VDI,540000,65000,Diesel,Dealer,Manual,First Owner,Maruti,9
City i-VTEC,1165000,13000,Petrol,Dealer,Automatic,Test Drive Car,Honda,5
Ecosport 1.5,610000,77000,Diesel,Dealer,Manual,First Owner,Ford,9
EON Era,254999,24000,Petrol,Dealer,Manual,First Owner,Hyundai,12
Micra Active,280000,63840,Petrol,Dealer,Manual,First Owner,Nissan,9
Tiago 1.2,370000,25000,Petrol,Individual,Manual,First Owner,Tata,6
New Safari,459999,76400,Diesel,Individual,Manual,Second Owner,Tata,12
Zen LX,42000,70000,Petrol,Individual,Manual,Third Owner,Maruti,25
Linea Active,190000,80000,Diesel,Individual,Manual,Third Owner,Fiat,12
Punto 1.4,165000,100000,Petrol,Individual,Manual,Fourth & Above Owner,Fiat,13
EcoSport 1.5,710000,40000,Diesel,Individual,Manual,First Owner,Ford,6
Creta 1.6,1200000,15000,Petrol,Individual,Manual,First Owner,Hyundai,5
Zen Estilo,229999,70000,Petrol,Individual,Manual,First Owner,Maruti,12
KWID RXT,310000,15000,Petrol,Individual,Manual,First Owner,Renault,5
Wagon R,320000,40000,Petrol,Individual,Manual,First Owner,Maruti,8
800 AC,100000,54000,Petrol,Individual,Manual,First Owner,Maruti,17
Verna CRDi,160000,90000,Diesel,Individual,Manual,First Owner,Hyundai,14
800 AC,60000,52000,Petrol,Individual,Manual,First Owner,Maruti,16
Indigo LS,100000,200000,Diesel,Individual,Manual,Third Owner,Tata,11
Beat Diesel,350000,35000,Diesel,Individual,Manual,Second Owner,Chevrolet,7
Duster 110PS,700000,60000,Diesel,Individual,Manual,First Owner,Renault,6
Alto K10,300000,31489,Petrol,Individual,Manual,First Owner,Maruti,6
i20 1.4,830000,40000,Diesel,Individual,Manual,First Owner,Hyundai,5
Verna Transform,229999,70000,Petrol,Individual,Manual,First Owner,Hyundai,13
i20 Magna,400000,100000,Diesel,Individual,Manual,First Owner,Hyundai,10
Gypsy King,300000,70000,Petrol,Individual,Manual,Second Owner,Maruti,18
Figo Diesel,300000,50000,Diesel,Individual,Manual,First Owner,Ford,10
Fiesta 1.4,80000,180000,Diesel,Individual,Manual,Second Owner,Ford,14
800 AC,80000,50000,Petrol,Individual,Manual,Second Owner,Maruti,15
Esteem Vxi,100000,90000,Petrol,Individual,Manual,Second Owner,Maruti,16
Indica Vista,300000,110000,Diesel,Individual,Manual,First Owner,Tata,11
Baleno Zeta,700000,26000,Petrol,Individual,Automatic,First Owner,Maruti,5
Vitara Brezza,975000,65000,Diesel,Individual,Manual,First Owner,Maruti,7
Captiva LT,500000,130000,Diesel,Individual,Manual,First Owner,Chevrolet,14
Duster 85PS,550000,75000,Diesel,Individual,Manual,Second Owner,Renault,10
Terrano XV,550000,110000,Diesel,Individual,Manual,Second Owner,Nissan,9
Alto K10,240000,50000,Petrol,Individual,Manual,First Owner,Maruti,9
800 Std,50000,80000,Petrol,Individual,Manual,Second Owner,Maruti,26
Indica Vista,120000,80000,Petrol,Individual,Manual,Second Owner,Tata,14
Alto 800,900000,60000,Petrol,Individual,Manual,Second Owner,Maruti,10
City 1.5,250000,90000,Petrol,Individual,Manual,Second Owner,Honda,14
KWID 1.0,280000,36000,Petrol,Individual,Manual,First Owner,Renault,6
Indica Vista,85000,87000,Diesel,Individual,Manual,First Owner,Tata,13
Indica Vista,90000,80000,Diesel,Individual,Manual,First Owner,Tata,12
Enjoy TCDi,500000,50000,Diesel,Individual,Manual,First Owner,Chevrolet,8
800 Std,200000,60000,Petrol,Individual,Manual,First Owner,Maruti,10
KWID RXT,250000,50000,Petrol,Individual,Manual,First Owner,Renault,8
Swift Dzire,185000,40000,Diesel,Individual,Manual,Third Owner,Maruti,9
i10 Magna,100000,60000,Petrol,Individual,Manual,Second Owner,Hyundai,15
Etios VXD,610000,55000,Diesel,Individual,Manual,First Owner,Toyota,8
Quanto C8,290000,80000,Diesel,Individual,Manual,First Owner,Mahindra,11
Xylo E9,300000,295000,Diesel,Individual,Manual,First Owner,Mahindra,11
EON Era,225000,80000,Petrol,Individual,Manual,First Owner,Hyundai,8
Alto K10,320000,50000,Petrol,Individual,Manual,Second Owner,Maruti,6
Indigo CR4,135000,158000,Diesel,Individual,Manual,Third Owner,Tata,11
Innova 2.5,400000,400000,Diesel,Individual,Manual,Third Owner,Toyota,17
Sunny XL,600000,19495,Petrol,Dealer,Manual,First Owner,Nissan,7
Duster 85PS,570000,62668,Diesel,Dealer,Manual,First Owner,Renault,10
XUV500 W6,850000,85710,Diesel,Dealer,Manual,First Owner,Mahindra,10
Figo Diesel,250000,55130,Diesel,Dealer,Manual,Second Owner,Ford,12
Ecosport 1.5,580000,63356,Diesel,Dealer,Manual,Second Owner,Ford,9
Fortuner 3.0,1680000,129627,Diesel,Dealer,Manual,First Owner,Toyota,11
Spark 1.0,180000,15000,Petrol,Individual,Manual,First Owner,Chevrolet,13
Tiago 1.2,300000,50000,Petrol,Individual,Manual,First Owner,Tata,6
Etios Liva,269000,70000,Petrol,Individual,Manual,Second Owner,Toyota,11
Alto K10,231999,20000,Petrol,Individual,Manual,First Owner,Maruti,5
Beat LS,150000,60000,Petrol,Individual,Manual,Third Owner,Chevrolet,12
Grand i10,495000,5000,Petrol,Individual,Manual,First Owner,Hyundai,6
Ciaz VXi,700000,15000,Petrol,Individual,Manual,First Owner,Maruti,9
GO Plus,400000,4400,Petrol,Individual,Manual,Second Owner,Datsun,5
Xylo H4,599000,15000,Diesel,Individual,Manual,Third Owner,Mahindra,4
Duster 85PS,421000,45000,Diesel,Individual,Manual,First Owner,Renault,10
EcoSport 1.5,841000,1000,Diesel,Individual,Manual,First Owner,Ford,5
i10 Magna,295000,38500,Petrol,Individual,Manual,First Owner,Hyundai,9
i10 Sportz,220000,25000,Petrol,Individual,Manual,First Owner,Hyundai,12
Classic 1.4,250000,35000,Diesel,Individual,Manual,First Owner,Ford,10
Fortuner 3.0,1100000,110000,Diesel,Individual,Manual,Second Owner,Toyota,14
Verna 1.6,300000,40000,Petrol,Individual,Manual,First Owner,Hyundai,11
Aveo U-VA,80000,110000,Petrol,Individual,Manual,Second Owner,Chevrolet,16
Beat Diesel,215000,20000,Diesel,Individual,Manual,Third Owner,Chevrolet,10
EON Magna,245000,14987,Petrol,Dealer,Manual,First Owner,Hyundai,11
EcoSport 1.5,650000,25061,Diesel,Dealer,Manual,First Owner,Ford,7
Ecosport 1.5,760000,42494,Diesel,Dealer,Manual,First Owner,Ford,6
Amaze S,395000,44875,Diesel,Dealer,Manual,First Owner,Honda,9
Figo Diesel,280000,89741,Diesel,Dealer,Manual,Second Owner,Ford,9
Jazz 1.5,495000,65000,Diesel,Dealer,Manual,First Owner,Honda,7
Jazz 1.5,525000,35000,Diesel,Dealer,Manual,First Owner,Honda,7
Innova 2.5,420000,347089,Diesel,Dealer,Manual,First Owner,Toyota,14
New Safari,210000,34500,Diesel,Individual,Manual,First Owner,Tata,13
i20 Active,650000,30000,Petrol,Individual,Manual,First Owner,Hyundai,5
3 Series,2300000,39000,Diesel,Individual,Automatic,First Owner,BMW,5
Freestyle Titanium,525000,16000,Diesel,Individual,Manual,First Owner,Ford,4
Wagon R,195000,80000,CNG,Individual,Manual,Second Owner,Maruti,13
Ertiga SHVS,650000,60000,Diesel,Individual,Manual,First Owner,Maruti,7
TUV 300,540000,110000,Diesel,Individual,Manual,First Owner,Mahindra,8
Alto 800,180000,61000,Petrol,Individual,Manual,First Owner,Maruti,9
Ertiga SHVS,980000,50000,Diesel,Individual,Manual,First Owner,Maruti,5
Grande Punto,250000,90000,Diesel,Individual,Manual,First Owner,Fiat,9
Grand i10,550000,35000,Petrol,Individual,Automatic,First Owner,Hyundai,5
Vento 1.6,509999,43000,Petrol,Individual,Manual,Second Owner,Volkswagen,8
Alto K10,320000,50000,Petrol,Individual,Manual,First Owner,Maruti,6
EON D,275000,25000,Petrol,Individual,Manual,First Owner,Hyundai,7
XUV500 W8,550000,222252,Diesel,Individual,Manual,First Owner,Mahindra,10
Wagon R,145000,50000,Petrol,Individual,Manual,Second Owner,Maruti,14
Grande Punto,250000,80000,Diesel,Individual,Manual,First Owner,Fiat,10
Verna 1.6,520000,35000,Diesel,Individual,Manual,First Owner,Hyundai,11
Alto LXi,95000,85000,Petrol,Individual,Manual,Second Owner,Maruti,16
Innova 2.5,725000,110000,Diesel,Individual,Manual,Third Owner,Toyota,12
800 AC,55000,70000,Petrol,Individual,Manual,Second Owner,Maruti,17
City i,600000,100000,Diesel,Individual,Manual,First Owner,Honda,9
Vento New,330000,120000,Diesel,Individual,Manual,Second Owner,Volkswagen,10
Swift Dzire,470000,89000,Diesel,Individual,Manual,First Owner,Maruti,8
Swift ZDi,365000,120000,Diesel,Individual,Manual,First Owner,Maruti,10
EON Magna,250000,40000,Petrol,Individual,Manual,Second Owner,Hyundai,10
Wagon R,430000,17000,Petrol,Individual,Manual,First Owner,Maruti,6
Swift VDI,400000,125000,Diesel,Individual,Manual,Second Owner,Maruti,10
Swift Dzire,615000,110000,Petrol,Individual,Manual,Second Owner,Maruti,8
Figo Diesel,150000,120000,Diesel,Individual,Manual,Second Owner,Ford,12
Figo Diesel,240000,90000,Diesel,Individual,Manual,First Owner,Ford,9
Scorpio S10,800000,90000,Diesel,Individual,Manual,First Owner,Mahindra,9
EON LPG,240000,110000,LPG,Individual,Manual,First Owner,Hyundai,8
Ecosport 1.5,600000,87000,Diesel,Individual,Manual,Second Owner,Ford,9
Scorpio LX,800000,15000,Diesel,Individual,Manual,First Owner,Mahindra,9
Fiesta Classic,350000,38000,Petrol,Individual,Manual,First Owner,Ford,11
City 1.5,300000,64000,Petrol,Individual,Manual,Second Owner,Honda,12
Sumo Gold,399000,55250,Diesel,Individual,Manual,First Owner,Tata,8
Bolero DI,300000,110000,Diesel,Individual,Manual,First Owner,Mahindra,12
A-Star AT,150000,70000,Petrol,Individual,Automatic,First Owner,Maruti,11
Cruze LTZ,320000,60000,Diesel,Individual,Manual,Third Owner,Chevrolet,13
Hexa XM,1280000,17000,Diesel,Individual,Manual,First Owner,Tata,5
KWID 1.0,300000,13000,Petrol,Individual,Manual,Second Owner,Renault,6
Terrano XL,1000000,60000,Diesel,Individual,Manual,First Owner,Nissan,7
Pajero Sport,1090000,120000,Diesel,Individual,Manual,Second Owner,Mitsubishi,11
New Safari,450000,97000,Diesel,Individual,Manual,Second Owner,Tata,11
Indica GLS,60000,130000,Petrol,Individual,Manual,Second Owner,Tata,16
Swift Dzire,500000,50000,Petrol,Individual,Manual,First Owner,Maruti,10
Indigo CR4,200000,120000,Diesel,Individual,Manual,Second Owner,Tata,11
Alto LXi,60000,100000,Petrol,Individual,Manual,Second Owner,Maruti,17
Accent Executive,185000,67000,CNG,Dealer,Manual,Second Owner,Hyundai,11
Alto K10,155000,60000,Petrol,Individual,Manual,First Owner,Maruti,8
Swift VXI,600000,5000,Petrol,Individual,Manual,First Owner,Maruti,4
KWID RXE,300000,20000,Petrol,Individual,Manual,First Owner,Renault,7
Creta 1.6,850000,12500,Petrol,Individual,Manual,First Owner,Hyundai,5
Eeco CNG,470000,4000,CNG,Individual,Manual,First Owner,Maruti,4
Figo 1.2P,600000,25000,Petrol,Individual,Manual,First Owner,Ford,4
Innova 2.5,700000,70000,Diesel,Individual,Manual,Second Owner,Toyota,10
Wagon R,70000,162000,LPG,Individual,Manual,First Owner,Maruti,16
Fortuner 3.0,1250000,205000,Diesel,Individual,Manual,Second Owner,Toyota,13
A6 2.8,650000,70000,Petrol,Individual,Automatic,Third Owner,Audi,15
Xcent 1.2,450000,70000,Diesel,Individual,Manual,Second Owner,Hyundai,5
XUV500 W8,750000,100000,Diesel,Individual,Manual,Second Owner,Mahindra,9
Innova 2.5,775000,70000,Diesel,Individual,Manual,Second Owner,Toyota,10
Santa Fe,800000,220000,Diesel,Individual,Manual,First Owner,Hyundai,12
Amaze E,360000,80000,Petrol,Individual,Manual,Second Owner,Honda,8
Corolla Altis,250000,120000,Diesel,Individual,Manual,First Owner,Toyota,13
Compass 2.0,1490000,22038,Diesel,Individual,Manual,First Owner,Jeep,6
Terrano XL,600000,80000,Diesel,Individual,Manual,First Owner,Nissan,10
Alto LX,120000,90000,Petrol,Individual,Manual,First Owner,Maruti,13
New Safari,320000,140000,Diesel,Individual,Manual,Second Owner,Tata,11
Thar 4X2,400000,120000,Diesel,Individual,Manual,Second Owner,Mahindra,12
Swift Dzire,302000,60000,Diesel,Individual,Manual,First Owner,Maruti,8
Swift Dzire,150000,60000,Petrol,Individual,Manual,Second Owner,Maruti,9
Indica Vista,200000,90000,Diesel,Individual,Manual,Second Owner,Tata,11
Swift Vdi,120000,175000,Diesel,Individual,Manual,Second Owner,Maruti,15
XUV500 W7,1400000,10000,Diesel,Individual,Manual,First Owner,Mahindra,4
i20 1.2,620000,65000,Petrol,Individual,Manual,First Owner,Hyundai,6
Innova 2.5,449000,90000,Diesel,Individual,Manual,First Owner,Toyota,11
Alto LXi,100000,70000,Petrol,Individual,Manual,First Owner,Maruti,16
Grand i10,600000,2500,Petrol,Individual,Manual,First Owner,Hyundai,5
Beat Diesel,250000,40000,Diesel,Individual,Manual,First Owner,Chevrolet,11
Baleno RS,550000,63000,Petrol,Individual,Manual,First Owner,Maruti,5
Rapid 1.5,360000,70000,Diesel,Individual,Manual,First Owner,Skoda,9
Superb LK,650000,60000,Petrol,Dealer,Automatic,First Owner,Skoda,11
Fiesta 1.5,199000,92000,Diesel,Dealer,Manual,Third Owner,Ford,11
Quanto C6,285000,89126,Diesel,Individual,Manual,First Owner,Mahindra,9
Jetta 1.9,260000,134000,Diesel,Individual,Automatic,First Owner,Volkswagen,14
Ciaz 1.4,869999,15000,Petrol,Dealer,Automatic,First Owner,Maruti,4
Grand i10,425000,42500,Diesel,Dealer,Manual,First Owner,Hyundai,7
Cruze LTZ,490000,42000,Diesel,Dealer,Automatic,First Owner,Chevrolet,11
XUV500 AT,750000,70000,Diesel,Individual,Automatic,Second Owner,Mahindra,8
City 1.5,125000,110000,Petrol,Individual,Manual,Third Owner,Honda,19
Linea 1.3,221000,131365,Diesel,Individual,Manual,First Owner,Fiat,9
Vento 1.5,724000,48980,Diesel,Dealer,Automatic,First Owner,Volkswagen,7
Amaze VX,440000,46000,Petrol,Dealer,Automatic,First Owner,Honda,9
Spark 1.0,70000,60000,Petrol,Individual,Manual,Third Owner,Chevrolet,14
Baleno Delta,511000,58000,Diesel,Dealer,Manual,First Owner,Maruti,8
S-Cross Alpha,790000,22000,Diesel,Dealer,Manual,First Owner,Maruti,7
i20 1.2,640000,37000,Petrol,Individual,Manual,First Owner,Hyundai,6
Santro Xing,120000,70000,Petrol,Individual,Manual,Fourth & Above Owner,Hyundai,14
Beat Diesel,126000,98900,Diesel,Individual,Manual,Third Owner,Chevrolet,11
Beat Diesel,120000,125000,Diesel,Individual,Manual,First Owner,Chevrolet,11
TUV 300,650000,60000,Diesel,Individual,Manual,First Owner,Mahindra,6
Grand i10,450000,80000,Petrol,Individual,Manual,Second Owner,Hyundai,9
Zen Estilo,110000,80000,CNG,Individual,Manual,Fourth & Above Owner,Maruti,13
Bolero Power,600000,40000,Diesel,Individual,Manual,First Owner,Mahindra,6
XUV500 W8,620000,80000,Diesel,Individual,Manual,Second Owner,Mahindra,11
Ecosport 1.5,600000,30000,Diesel,Individual,Manual,First Owner,Ford,9
Bolero Power,795000,35000,Diesel,Individual,Manual,First Owner,Mahindra,5
Winger Deluxe,300000,180000,Diesel,Individual,Manual,Third Owner,Tata,12
Lodgy 85PS,495000,60000,Diesel,Individual,Manual,First Owner,Renault,8
Hexa XTA,1350000,34000,Diesel,Individual,Automatic,First Owner,Tata,5
Xylo D4,350000,145000,Diesel,Individual,Manual,First Owner,Mahindra,9
RediGO AMT,300000,25000,Petrol,Individual,Automatic,First Owner,Datsun,5
Sunny XL,500000,70000,Diesel,Individual,Manual,First Owner,Nissan,5
Q3 35,2575000,36000,Diesel,Dealer,Automatic,First Owner,Audi,6
Brio VX,345000,58000,Petrol,Dealer,Manual,First Owner,Honda,9
Indigo CR4,220000,100000,Diesel,Individual,Manual,First Owner,Tata,10
